,text,pred,rob_label,score
7939,@HGKrell Yes,1,POSITIVE,0.9971771
7940,"On this Veterans Day, thinking about my dad Jim Doocy who proudly served in the US Army… https://t.co/KGOUGEfeGR",1,POSITIVE,0.9978125
7941,"Ty Pennington just surprised army vet Missy Melvin with a fixed up house, new appliances and a… https://t.co/6AVQo4BTaN",1,POSITIVE,0.9986347
7942,Our @JudgeJeanine said @Grubhub employees who supported @realDonaldTrump could sue @grubhub after their CEO made antiTrump comments,0,NEGATIVE,0.9982496
7943,"@charlenecook16 Hi Charlene, you must have missed our show, we mentioned it top of every hour AND had a cake &amp; 25 Marines live on our plaza!",0,NEGATIVE,0.9978932
7944,"#TBT Where it all started, the very first interview with @realdonaldtrump moments after his… https://t.co/QiCV5Nh1iD",1,POSITIVE,0.99305254
7945,Listen to @SteveDoocy. #Election2016 https://t.co/V2aGrT3kTm,1,POSITIVE,0.9915929
7946,"Our final Senate forecast is out too! And welp, we've never had this happen before but the topline is too close to call. https://t.co/mHTcehRrqg",0,NEGATIVE,0.9955224
7947,Donald Trump's final message to the American people: Vote! https://t.co/1f23ThXIjg,1,POSITIVE,0.9982302
7948,TRUMP: Tom Brady called me yesterday and gave his support https://t.co/N8GiziW6XE,1,POSITIVE,0.9983616
7949,@HeyTammyBruce @TheCableGame @SteveDoocy FYI https://t.co/n7XX3aunoA,1,POSITIVE,0.9869748
7950,'Clinton Cash' Author Calls for 'Major IRS Investigation' of Clinton Foundation @foxandfriends @SteveDoocy https://t.co/wyAJBt9W0R https://t.co/vKBVtmDVhl,0,NEGATIVE,0.9972078
7951,"EXCLUSIVE: we saw man w/invites for HRC/LeBron event engage in ""extremely questionable, if not illegal behavior""

https://t.co/bSn9nNHlZy",0,NEGATIVE,0.99917835
7952,"Video: Hillary ordered maid to print out top secret info w/ @ainsleyearhardt @kilmeade @SteveDoocy 
https://t.co/pzOGrCl2NA https://t.co/CRW8707lor",0,NEGATIVE,0.99768335
7953,Only 5 more days left @foxandfriends @FoxNews Ready for it to be over? @SteveDoocy #5daysleft #Trump #Hillary https://t.co/MciK0GGjKU,1,POSITIVE,0.9919674
7954,"FBI agents pushing for “indictment” in Clinton foundation “pay to play” scheme, investigation going on for over a year https://t.co/sqNEulsPAg",0,NEGATIVE,0.9966859
7955,.@realDonaldTrump Surrogate: Democrats Are in Denial About Hillary's Problems @foxandfriends @SteveDoocy https://t.co/kujND0IjxS https://t.co/juHiiEf10o,0,NEGATIVE,0.9972528
7956,"Happy birthday to our 27 year old daughter @MaryDoocy Now a public servant, we love you Mary and… https://t.co/tRKKeEl6JH",1,POSITIVE,0.99880135
7957,Is this possible? https://t.co/ls1q6dngyJ,1,POSITIVE,0.86587375
7958,Does this sound possible? https://t.co/R5mno5M62q,0,NEGATIVE,0.98404175
7959,.@TomFitton: The Clinton Foundation and Hillary Clinton are being protected by the DOJ. There's a cover-up going on in the Obama admin. https://t.co/ZAYthmyWyX,0,NEGATIVE,0.9940434
7960,O’Reilly focusing on the most politically relevant issue in CNN’s leak scandal: Hillary going along with the sham &amp; not blowing the whistle,0,NEGATIVE,0.9955128
7961,EXCLUSIVE: @SpeakerRyan gives his first interview since the FBI reopened the Clinton email investigation. Tune in at 8:30am/et! https://t.co/vB5HtVlhe1,1,POSITIVE,0.9971479
7962,"WH expresses support for Donna Brazile - Earnest says she's a person of ""high integrity."" I. Just. Can't. Take. It.  https://t.co/R2fqTEIvGO",0,NEGATIVE,0.99430054
7963,Yep... https://t.co/qHZeLXHjjg,1,POSITIVE,0.99043167
7964,"No, that wouldn't cause a problem... https://t.co/eIayZBC4UT",1,POSITIVE,0.9942822
7965,"So Harry Reid charged the FBI director may have broken the law but @presssec just called James Comey a ""man of integrity""",0,NEGATIVE,0.9733057
7966,United we stand! Happy Halloween from #FOXandfriends! #betterwithfriends @SteveDoocy @ainsleyearhardt @kilmeade @HeatherNauert @JaniceDean https://t.co/UBUptpkIBJ,1,POSITIVE,0.9987794
7967,America is #betterwithfriends All 50 states! #HappyHalloween @foxandfriends @ainsleyearhardt @HeatherNauert @briankilmeade @SteveDoocy 🇺🇸🎃 https://t.co/LKgscDez3s,1,POSITIVE,0.99878305
7968,.@HowieCarrShow: The media is ridiculous! They think we're all supposed to forget what they wrote about Comey just a few months ago. https://t.co/xsuNXzxANY,0,NEGATIVE,0.99854565
7969,Chicago Tribune columnist calls on Democrats to ask Hillary to step down if they care more about the nation than power https://t.co/LOTNoz9VHT,0,NEGATIVE,0.99723065
7970,From @politico:@hillaryclinton decline in polls began b4 @FBI shocker. Obamacare premium/deductible hikes driving? https://t.co/vky4k8ZvL2,0,NEGATIVE,0.9978716
7971,Finally!  They caught the Russian hacker behind the @HillaryClinton #email scandal leaks... https://t.co/PprgEolpox,0,NEGATIVE,0.9294134
7972,"Guys, I'm running 26.2 miles Sun, &amp; if you can support @TMFoundation in any amount, it's so important &amp; appreciated! https://t.co/08ddvtSv2b",1,POSITIVE,0.99849534
7973,"Catherine Herridge: Source sez because of the quantity of records found, no way investigation could be completed by election day.",0,NEGATIVE,0.9978394
7974,We don't need a president who has a first hundred day agenda that includes daily meetings with her defense attorneys @NCGOP @PatMcCroryNC,0,NEGATIVE,0.9990017
7975,When I hear pundits say feds taking action so close to an election is ‘unprecedented’ I wonder if they ever heard of Caspar Weinberger.,0,NEGATIVE,0.99840903
7976,Regarding the Dems call on the FBI... https://t.co/hakDDUqaxK,0,NEGATIVE,0.9969038
7977,"Sean Spicer on CNN waves copy Huma Abedin's OF109 form, which attests that she turned over all documents, materials, etc upon leaving govt.",0,NEGATIVE,0.99688727
7978,"Wait, what?!?! https://t.co/WPYwCYYv6z",0,NEGATIVE,0.9980137
7979,.@JudgeJeanine: WikiLeaks Has Exposed Hillary's 'World of Dark Secrecy' @foxandfriends https://t.co/PfUMDV3VRu https://t.co/63hEJpiOkK,0,NEGATIVE,0.9950322
7980,'Very Rude': @realDonaldTrump Hits Back at Media's Questions Over D.C. Hotel Appearance @foxandfriends https://t.co/Ks0veAYX3E https://t.co/6go4I5upjL,0,NEGATIVE,0.99819076
7981,Thank you Ken Fisher! https://t.co/pIieRiHM4M,1,POSITIVE,0.9985664
7982,"ICYMI @DanaPerino discusses the election, and her best friend Jasper w/ @kilmeade @SteveDoocy @ainsleyearhardt 
https://t.co/vx3uNw55sF https://t.co/MXzy7hw0qI",1,POSITIVE,0.9966294
7983,"Thanks for the great analysis about early voting, Sean! https://t.co/IS0oi7zR6a",1,POSITIVE,0.99852455
7984,Ed Klein: Sickly Hillary on Some Type of 'Stimulant' or 'Booster Drug' @foxandfriends @SteveDoocy https://t.co/gfYGeqpLEZ https://t.co/PNkfFq13PW,0,NEGATIVE,0.9980436
7985,"Video: @DanaPerino discusses the election, and her best friend Jasper w/ @kilmeade @SteveDoocy @ainsleyearhardt 
https://t.co/vx3uNw55sF https://t.co/MhWIerqW3Z",1,POSITIVE,0.9970442
7986,.@Betsy_McCaughey: We should be concerned that sixteen states have used balloting equipment provided by a company tied to George Soros https://t.co/sRNMx7PMtp,0,NEGATIVE,0.9978632
7987,Charlie and I watching @LaraLeaTrump on @FoxandFriends!   @FoxNews #TrumpPets #MakeAmericaGreatAgain 🇺🇸🇺🇸 https://t.co/4yk6N1lWHl,1,POSITIVE,0.9981535
7988,Happy Monday friends! Get your coffee roasting &amp; come hang w us on the curvy couch. A fun show ahead w @kilmeade @SteveDoocy @foxandfriends,1,POSITIVE,0.9989173
7989,This is new: Trump says the United States will fully pay for the wall on the southern border. Says we'll expect to be paid back. https://t.co/1M3otIXSKn,0,NEGATIVE,0.9907098
7990,Words of wisdom? https://t.co/en9I6oyaHH,1,POSITIVE,0.96705085
7991,"The Podesta emails may have come from a Russian hack, but are more revealing than @HillaryClinton campaign admits https://t.co/PaN6V2pzY3",1,POSITIVE,0.9969269
7992,CAUGHT ON TAPE: UN bans skeptical journalists from climate summit for holding views not 'particularly helpful' https://t.co/nvNRyv2ph5,0,NEGATIVE,0.99880844
7993,"Trump just said in Gettysburg PA that after the election he plans to sue all the ""liars"" who came fwd w/ allegations of sexual misconduct https://t.co/lcAQa9wUIC",0,NEGATIVE,0.9974075
7994,Wikileaks confirms damning Veritas videos. @SenTedCruz demands criminal investigation https://t.co/W3iBOH5Gl5,0,NEGATIVE,0.997544
7995,'I Could Indict Them in 3 Seconds!': @JudgeJeanine &amp; @GeraldoRivera Battle Over Video of Dem Operatives https://t.co/YHPJaS5yTK https://t.co/AKC9Teyw0q,0,NEGATIVE,0.99607146
7996,@SteveDoocy how about a retweet. We share a birthday. Although I'm a 1959 baby.,1,POSITIVE,0.99651825
7997,Video: @SteveDoocy noted @BrentBozell of @TheMRC and @NewsBusters gave Chris Wallace an A+ #BetterWithFriends #TTT16 https://t.co/ptYH6ci3jN,1,POSITIVE,0.9985201
7998,@DanaPerino Thanks Dana!,1,POSITIVE,0.99863183
7999,"So long Las Vegas, I'm going to miss topgolflasvegas For me it's a disco driving range. #Fore! @… https://t.co/FInuaNll2Z",0,NEGATIVE,0.9922643
8000,"Best birthday ever! Casino king Steve Wynn personally gave me this cake, the foxandfriends took… https://t.co/g8VkXMYXzp",1,POSITIVE,0.9987349
8001,.@ainsleyearhardt goes one-on-one with @MELANIATRUMP. Catch a sneak peek tonight on @thefive. Then join us tomorrow at 6am/et for more. https://t.co/8klpPIrl4i,1,POSITIVE,0.9984152
8002,WATCH: @FrankLuntz shares 5-point plan for a Trump debate success | #debates2016 https://t.co/kyPQ6N8Pa0 https://t.co/kvQpQF5N4g,1,POSITIVE,0.997732
8003,CNN falstely states that it unlawful for the public--but not for CNN--to search WikiLeaks #PodestaEmails https://t.co/sZMoM9iT2i,0,NEGATIVE,0.99859774
8004,The only time we can see our 3 kids together is when @realdonaldtrump (who @pdoocy is covering)… https://t.co/7Y414Dh9fg,0,NEGATIVE,0.997352
8005,.@JudgeJeanine on New Trump Accusers: 'All on One Day? It's a Little Too Convenient' @foxandfriends @SteveDoocy https://t.co/1S8mndKveg https://t.co/nO5u3Cptxc,0,NEGATIVE,0.9941919
8006,"BREAKING: A senior State Dept official discussed a ""quid pro quo"" w/the FBI in exchange for reclassification of HRC emails, per FBI docs.",0,NEGATIVE,0.99731445
8007,"Trump calls for drug test before debate because ""I don't know what's going on"" with Clinton https://t.co/HzdjWpINwX https://t.co/xSs8QxhLZ5",0,NEGATIVE,0.99910384
8008,.@JudgeJeanine on @foxandfriends: 'Mainstream Media Is in Cahoots with the Clinton Campaign' @SteveDoocy https://t.co/4cVm2Nm2gQ https://t.co/0glMZhovd8,0,NEGATIVE,0.99683493
8009,I wonder why...any ideas? https://t.co/vgHNrEZa28,0,NEGATIVE,0.99714094
8010,"Trump's wife Melania asks People magazine reporter for retraction, says she never bumped into her on the street or spoke to her. https://t.co/9GOKdHxZLV",0,NEGATIVE,0.9984393
8011,.@Judgenap: FBI agents involved in the Clinton email investigation are livid that no charges were brought forward https://t.co/VzrVgWwHN4,0,NEGATIVE,0.9951448
8012,I would say you were fair and balanced... https://t.co/GSQvH4dacS,1,POSITIVE,0.9982799
8013,"Take 15 seconds, read this regarding the Trump/Billy Bush bus tape, released Friday for maximum damage to Donald Trump https://t.co/nObbe0cJ3H",0,NEGATIVE,0.9955647
8014,This is true... https://t.co/zlEDqDHtny,1,POSITIVE,0.99144906
8015,"Does Trump have a viable case against the NY Times? @Judgenap rules, w/ @SteveDoocy 
https://t.co/opTCvTf23S https://t.co/YWvnWBcQb7",0,NEGATIVE,0.98892075
8016,Does Trump Have a Case Against NY Times Over Sexual Assault Allegations? @Judgenap @SteveDoocy @foxandfriends https://t.co/IrjME0zhGj https://t.co/MuWXpA2D55,0,NEGATIVE,0.9961613
8017,"Video: @fatherjonathan Morris to @BillHemmer Clinton camp mocking Catholics is ‘bigotry’
https://t.co/h6B4PRekp0 https://t.co/OpBJkcF74O",0,NEGATIVE,0.99801046
8018,.@PeteHegseth: This election isn't about left and right. It's about do we have a country or not? https://t.co/SiLHbZyDqG https://t.co/F3yHFP442v,1,POSITIVE,0.99094206
8019,.@Ed_Klein: HRC was advised to not attack Sanders' health in the primary because it would bring attention to hers https://t.co/bLJXtqwYzc https://t.co/RcqNsA98LB,0,NEGATIVE,0.99648917
8020,.@mchooyah blasts Clinton for disclosing bin Laden info in paid speech https://t.co/izW510vZrA https://t.co/CWPBcmfeKX,0,NEGATIVE,0.99827766
8021,LOOK: @foxandfriends Meets 2-Year-Old 'Mini-Trump' from PA Rally https://t.co/TBGXKQaYu9 https://t.co/VEgChVDbNj,0,NEGATIVE,0.99660414
8022,Yes! https://t.co/DxbgCGaXa9,1,POSITIVE,0.99838585
8023,@Jakeho Amen!,1,POSITIVE,0.9980439
8024,It's October 11th and they're putting up Christmas lights outside the foxnews world HQ. Too… https://t.co/IS2DRcfvS2,0,NEGATIVE,0.9907552
8025,"@tbreidsr what a nice surprise, seeing you in StLouis today. At this rate I'll see you again in 2046!",1,POSITIVE,0.99878216
8026,"Maybe?
Hahaha!
🍺🍺🇺🇸 https://t.co/eM2ZiktESp",1,POSITIVE,0.9978319
8027,Thanks @TravisMooreBrew #Budweiser senior brewmaster who just served me the freshest beer in… https://t.co/CSp7ocznEZ,1,POSITIVE,0.9987191
8028,So who won?,1,POSITIVE,0.9982127
8029,What's the deal with the fly?,0,NEGATIVE,0.9990114
8030,So who's winning?,1,POSITIVE,0.9978379
8031,No handshake? #debate2016,0,NEGATIVE,0.9993562
8032,Wait...what? https://t.co/kWsimEuHWK,0,NEGATIVE,0.9983056
8033,".@realDonaldTrump – @HillaryClinton – Round 2! Don't miss the 2nd presidential debate, Sunday at 9p ET on Fox News Channel. #FoxNews2016 https://t.co/ToSGUKIRqt",1,POSITIVE,0.9985512
8034,"What a great collectors item, thanks for watching all these years, Geri! https://t.co/1nKBlP2ts7",1,POSITIVE,0.9987029
8035,"Today is the #FoxNewsChannel 20th anniversary! As someone who was there from the beginning,… https://t.co/ZaRSQxpnYo",1,POSITIVE,0.99840564
8036,"Say a prayer for Florida, Georgia and the Carolinas. It's going to be a rough night and weekend.… https://t.co/Bfl7osC8rb",0,NEGATIVE,0.9915255
8037,"Video: @Tim_Matheson and Cynthia Nixon star in “Killing Reagan” + @kilmeade @ainsleyearhardt @SteveDoocy 
https://t.co/5G9GsAuLjk https://t.co/PpFVygB6O7",0,NEGATIVE,0.9948703
8038,".@Judgenap: Clinton Aides' Destroyed Laptops Are a 'New Low' for FBI w/ @SteveDoocy @ainsleyearhardt @kilmeade
https://t.co/Ak7W8g7CCe",0,NEGATIVE,0.9984069
8039,"My story on The Hill, courtesy of a report in the Washington Free Beacon: https://t.co/kMKh8bPqb7",1,POSITIVE,0.985213
8040,"Leaked Memo Shows Steve Harvey Provided Clinton Every Question Before Interview via @HashtagGriswold 
https://t.co/q14hRO4N6i",0,NEGATIVE,0.99184024
8041,Moderator doing a poor job of stopping ceaseless Kaine interruptions. Pence more fluid on national/international issues. So Kaine interrupts,0,NEGATIVE,0.99813324
8042,This debate FAR better than Trump v Hillary. Public is getting a great understanding of these campaigns. And the press. #VPDebate,1,POSITIVE,0.9988562
8043,"Pence hitting on all the points Trump missed. I predict he'll score big, no matter how much Kaine/CBS try to stop him. #VPDebate",1,POSITIVE,0.9988403
8044,Kaine is losing this debate. He's losing on points to the more articulate Pence and making it worse with his constant interruptions.,0,NEGATIVE,0.99949753
8045,Moderator just interrupted Kaine in the midst of one of his strongest moments hitting Trump for 9/11 tax break-seeking.,0,NEGATIVE,0.99074763
8046,Does Kaine just have a flawless internal clock in his head? Or does the moderator only cut off Pence? #VPDebate,0,NEGATIVE,0.99458987
8047,This is a wow https://t.co/LlgzF2kgd4,1,POSITIVE,0.9983657
8048,Author: AG Lynch Had 'Secret' Meetings at White House About Email Probe @foxandfriends @SteveDoocy @kilmeade https://t.co/GdtVE5fObv https://t.co/FxB7MLPrDR,0,NEGATIVE,0.99690604
8049,@kilmeade &amp; @SteveDoocy you are always with me #VPDebate #VA @foxandfriends @FoxNews https://t.co/0DQrlBu4DX,1,POSITIVE,0.99738264
8050,WHOOPS! Hillary’s #BasementDwellers speech gave a great reason NOT to vote for her https://t.co/BftXq3vQ7D,0,NEGATIVE,0.998715
8051,"I'm not outraged. Just amused at her contempt for #BasementDwellers baristas screwed by cost of Obamacare who want a ""revolution"" she mocks https://t.co/0LWWttaDhG",1,POSITIVE,0.97456867
8052,"Great debate, thanks for stopping by, Danielle! https://t.co/DCu72c0GYj",1,POSITIVE,0.9987013
8053,Who's winning?,1,POSITIVE,0.99736446
8054,Wherever you are in #USA drink a Rolling Rock for Arnold Palmer and #Latrobe PA.,1,POSITIVE,0.9985976
8055,'You are forever a legend in golf and in life': Arnold Palmer has died at age 87 https://t.co/PQitcGyFKs,0,NEGATIVE,0.98536885
8056,"3hrs til Trump is scheduled to appear in Roanoke, people already saving spots on the floor https://t.co/RNaTStCbrH",0,NEGATIVE,0.9909774
8057,"With @realdonaldtrump stopping in NYC today, we get to see globetrotting @pdoocy who posed with… https://t.co/Szi78JoiCr",0,NEGATIVE,0.9978027
8058,Bob Knight on Kaepernick: 'I'd Have Gotten Rid of the Guy' @foxandfriends @SteveDoocy @kilmeade @ainsleyearhardt https://t.co/uIpXZpkhWn https://t.co/NzLKXMk4NZ,0,NEGATIVE,0.99786735
8059,Cafeteria Worker Quits Over School's 'Lunch-Shaming' Policy @ainsleyearhardt @SteveDoocy @foxandfriends https://t.co/k8KIpfpvCJ https://t.co/RpzOJYRlTy,0,NEGATIVE,0.9984295
